R0,Cases
0.0,3
0.0019230769230769232,1
0.0038461538461538464,2
0.0057692307692307696,1
0.007692307692307693,1
0.009615384615384616,1
0.011538461538461539,0
0.013461538461538462,0
0.015384615384615385,0
0.01730769230769231,1
0.019230769230769232,0
0.021153846153846155,1
0.023076923076923078,3
0.025,0
0.026923076923076925,1
0.028846153846153848,1
0.03076923076923077,1
0.032692307692307694,1
0.03461538461538462,1
0.03653846153846154,1
0.038461538461538464,0
0.04038461538461539,1
0.04230769230769231,1
0.04423076923076923,1
0.046153846153846156,1
0.04807692307692308,0
0.05,2
0.051923076923076926,1
0.05384615384615385,2
0.05576923076923077,1
0.057692307692307696,1
0.05961538461538462,2
0.06153846153846154,3
0.06346153846153846,1
0.06538461538461539,1
0.0673076923076923,0
0.06923076923076923,0
0.07115384615384615,2
0.07307692307692308,4
0.075,3
0.07692307692307693,2
0.07884615384615384,1
0.08076923076923077,1
0.08269230769230769,2
0.08461538461538462,3
0.08653846153846154,3
0.08846153846153847,4
0.09038461538461538,0
0.09230769230769231,2
0.09423076923076923,2
0.09615384615384616,1
0.09807692307692308,2
0.1,3
0.10192307692307692,1
0.10384615384615385,1
0.10576923076923077,0
0.1076923076923077,1
0.10961538461538461,1
0.11153846153846154,1
0.11346153846153846,1
0.11538461538461539,2
0.11730769230769231,0
0.11923076923076924,1
0.12115384615384615,0
0.12307692307692308,1
0.125,2
0.12692307692307692,2
0.12884615384615383,1
0.13076923076923078,2
0.1326923076923077,3
0.1346153846153846,1
0.13653846153846153,1
0.13846153846153847,1
0.14038461538461539,1
0.1423076923076923,1
0.14423076923076922,1
0.14615384615384616,2
0.14807692307692308,2
0.15,2
0.1519230769230769,2
0.15384615384615385,2
0.15576923076923077,1
0.1576923076923077,1
0.1596153846153846,1
0.16153846153846155,1
0.16346153846153846,1
0.16538461538461538,2
0.1673076923076923,3
0.16923076923076924,1
0.17115384615384616,1
0.17307692307692307,0
0.175,2
0.17692307692307693,3
0.17884615384615385,2
0.18076923076923077,2
0.18269230769230768,2
0.18461538461538463,3
0.18653846153846154,4
0.18846153846153846,3
0.19038461538461537,0
0.19230769230769232,0
0.19423076923076923,0
0.19615384615384615,2
0.19807692307692307,3
0.2,0
0.20192307692307693,2
0.20384615384615384,1
0.20576923076923076,4
0.2076923076923077,3
0.20961538461538462,2
0.21153846153846154,1
0.21346153846153845,2
0.2153846153846154,2
0.2173076923076923,1
0.21923076923076923,3
0.22115384615384615,3
0.2230769230769231,4
0.225,3
0.22692307692307692,3
0.22884615384615384,2
0.23076923076923078,4
0.2326923076923077,1
0.23461538461538461,1
0.23653846153846153,2
0.23846153846153847,1
0.2403846153846154,1
0.2423076923076923,1
0.24423076923076922,0
0.24615384615384617,2
0.24807692307692308,3
0.25,1
0.2519230769230769,1
0.25384615384615383,2
0.25576923076923075,1
0.25769230769230766,1
0.25961538461538464,1
0.26153846153846155,3
0.26346153846153847,2
0.2653846153846154,4
0.2673076923076923,2
0.2692307692307692,2
0.27115384615384613,2
0.27307692307692305,7
0.275,1
0.27692307692307694,1
0.27884615384615385,3
0.28076923076923077,2
0.2826923076923077,4
0.2846153846153846,2
0.2865384615384615,0
0.28846153846153844,0
0.2903846153846154,1
0.2923076923076923,2
0.29423076923076924,2
0.29615384615384616,0
0.2980769230769231,0
0.3,1
0.3019230769230769,1
0.3038461538461538,1
0.3057692307692308,1
0.3076923076923077,3
0.3096153846153846,5
0.31153846153846154,6
0.31346153846153846,3
0.3153846153846154,0
0.3173076923076923,1
0.3192307692307692,1
0.3211538461538462,1
0.3230769230769231,1
0.325,5
0.3269230769230769,2
0.32884615384615384,0
0.33076923076923076,1
0.3326923076923077,0
0.3346153846153846,1
0.33653846153846156,1
0.3384615384615385,0
0.3403846153846154,1
0.3423076923076923,0
0.34423076923076923,1
0.34615384615384615,2
0.34807692307692306,0
0.35,2
0.35192307692307695,0
0.35384615384615387,1
0.3557692307692308,1
0.3576923076923077,3
0.3596153846153846,4
0.36153846153846153,4
0.36346153846153845,2
0.36538461538461536,0
0.36730769230769234,1
0.36923076923076925,1
0.37115384615384617,2
0.3730769230769231,2
0.375,1
0.3769230769230769,1
0.37884615384615383,1
0.38076923076923075,1
0.38269230769230766,0
0.38461538461538464,1
0.38653846153846155,2
0.38846153846153847,4
0.3903846153846154,4
0.3923076923076923,3
0.3942307692307692,4
0.39615384615384613,1
0.39807692307692305,1
0.4,1
0.40192307692307694,1
0.40384615384615385,1
0.40576923076923077,1
0.4076923076923077,2
0.4096153846153846,3
0.4115384615384615,3
0.41346153846153844,4
0.4153846153846154,3
0.4173076923076923,2
0.41923076923076924,3
0.42115384615384616,3
0.4230769230769231,2
0.425,2
0.4269230769230769,0
0.4288461538461538,0
0.4307692307692308,1
0.4326923076923077,1
0.4346153846153846,3
0.43653846153846154,3
0.43846153846153846,2
0.4403846153846154,1
0.4423076923076923,3
0.4442307692307692,5
0.4461538461538462,3
0.4480769230769231,3
0.45,4
0.4519230769230769,3
0.45384615384615384,3
0.45576923076923076,4
0.4576923076923077,3
0.4596153846153846,4
0.46153846153846156,5
0.4634615384615385,4
0.4653846153846154,1
0.4673076923076923,2
0.46923076923076923,2
0.47115384615384615,3
0.47307692307692306,3
0.475,1
0.47692307692307695,2
0.47884615384615387,2
0.4807692307692308,2
0.4826923076923077,3
0.4846153846153846,1
0.48653846153846153,2
0.48846153846153845,4
0.49038461538461536,3
0.49230769230769234,3
