R0,Cases
0.0,1
0.0009615384615384616,2
0.0019230769230769232,2
0.0028846153846153848,0
0.0038461538461538464,1
0.004807692307692308,1
0.0057692307692307696,3
0.006730769230769231,3
0.007692307692307693,4
0.008653846153846154,5
0.009615384615384616,1
0.010576923076923078,1
0.011538461538461539,0
0.0125,2
0.013461538461538462,0
0.014423076923076924,1
0.015384615384615385,2
0.016346153846153847,1
0.01730769230769231,0
0.01826923076923077,0
0.019230769230769232,1
0.020192307692307693,0
0.021153846153846155,2
0.022115384615384617,0
0.023076923076923078,1
0.02403846153846154,2
0.025,1
0.025961538461538463,2
0.026923076923076925,1
0.027884615384615386,4
0.028846153846153848,1
0.02980769230769231,1
0.03076923076923077,3
0.03173076923076923,1
0.032692307692307694,0
0.03365384615384615,2
0.03461538461538462,0
0.035576923076923075,1
0.03653846153846154,1
0.0375,1
0.038461538461538464,3
0.03942307692307692,6
0.04038461538461539,5
0.041346153846153845,1
0.04230769230769231,2
0.04326923076923077,1
0.04423076923076923,2
0.04519230769230769,2
0.046153846153846156,1
0.047115384615384615,0
0.04807692307692308,1
0.04903846153846154,2
0.05,1
0.05096153846153846,3
0.051923076923076926,3
0.052884615384615384,1
0.05384615384615385,0
0.05480769230769231,1
0.05576923076923077,1
0.05673076923076923,1
0.057692307692307696,0
0.058653846153846154,0
0.05961538461538462,1
0.06057692307692308,1
0.06153846153846154,1
0.0625,3
0.06346153846153846,3
0.06442307692307692,1
0.06538461538461539,0
0.06634615384615385,0
0.0673076923076923,1
0.06826923076923076,1
0.06923076923076923,2
0.07019230769230769,1
0.07115384615384615,3
0.07211538461538461,3
0.07307692307692308,2
0.07403846153846154,2
0.075,3
0.07596153846153846,2
0.07692307692307693,1
0.07788461538461539,1
0.07884615384615384,2
0.0798076923076923,1
0.08076923076923077,2
0.08173076923076923,1
0.08269230769230769,3
0.08365384615384615,1
0.08461538461538462,2
0.08557692307692308,2
0.08653846153846154,2
0.0875,1
0.08846153846153847,3
0.08942307692307692,2
0.09038461538461538,2
0.09134615384615384,3
0.09230769230769231,3
0.09326923076923077,1
0.09423076923076923,0
0.09519230769230769,0
0.09615384615384616,0
0.09711538461538462,1
0.09807692307692308,1
0.09903846153846153,1
0.1,1
0.10096153846153846,1
0.10192307692307692,1
0.10288461538461538,1
0.10384615384615385,3
0.10480769230769231,3
0.10576923076923077,3
0.10673076923076923,1
0.1076923076923077,2
0.10865384615384616,0
0.10961538461538461,1
0.11057692307692307,1
0.11153846153846154,1
0.1125,1
0.11346153846153846,2
0.11442307692307692,0
0.11538461538461539,0
0.11634615384615385,1
0.11730769230769231,0
0.11826923076923077,1
0.11923076923076924,1
0.1201923076923077,1
0.12115384615384615,1
0.12211538461538461,1
0.12307692307692308,1
0.12403846153846154,2
0.125,4
0.12596153846153846,1
0.12692307692307692,4
0.12788461538461537,2
0.12884615384615383,0
