R0,Cases
0.0,1
0.001282051282051282,0
0.002564102564102564,1
0.0038461538461538464,1
0.005128205128205128,1
0.00641025641025641,1
0.007692307692307693,0
0.008974358974358974,1
0.010256410256410256,0
0.011538461538461539,1
0.01282051282051282,1
0.014102564102564103,1
0.015384615384615385,1
0.016666666666666666,1
0.017948717948717947,0
0.019230769230769232,1
0.020512820512820513,1
0.021794871794871794,1
0.023076923076923078,1
0.02435897435897436,1
0.02564102564102564,1
0.026923076923076925,1
0.028205128205128206,3
0.029487179487179487,3
0.03076923076923077,2
0.03205128205128205,2
0.03333333333333333,1
0.03461538461538462,1
0.035897435897435895,1
0.03717948717948718,1
0.038461538461538464,0
0.03974358974358974,1
0.041025641025641026,1
0.04230769230769231,0
0.04358974358974359,1
0.04487179487179487,2
0.046153846153846156,0
0.047435897435897434,1
0.04871794871794872,3
0.05,2
0.05128205128205128,0
0.052564102564102565,1
0.05384615384615385,1
0.05512820512820513,2
0.05641025641025641,2
0.057692307692307696,1
0.05897435897435897,0
0.06025641025641026,0
0.06153846153846154,0
0.06282051282051282,1
0.0641025641025641,2
0.06538461538461539,1
0.06666666666666667,1
0.06794871794871794,3
0.06923076923076923,2
0.07051282051282051,3
0.07179487179487179,2
0.07307692307692308,2
0.07435897435897436,4
0.07564102564102564,0
0.07692307692307693,2
0.0782051282051282,0
0.07948717948717948,1
0.08076923076923077,1
0.08205128205128205,1
0.08333333333333333,1
0.08461538461538462,1
0.0858974358974359,1
0.08717948717948718,1
0.08846153846153847,1
0.08974358974358974,1
0.09102564102564102,1
0.09230769230769231,0
0.09358974358974359,1
0.09487179487179487,1
0.09615384615384616,0
0.09743589743589744,0
0.09871794871794871,0
0.1,0
0.10128205128205128,2
0.10256410256410256,3
0.10384615384615385,3
0.10512820512820513,3
0.1064102564102564,3
0.1076923076923077,1
0.10897435897435898,0
0.11025641025641025,2
0.11153846153846154,2
0.11282051282051282,2
0.1141025641025641,5
0.11538461538461539,5
0.11666666666666667,3
0.11794871794871795,4
0.11923076923076924,3
0.12051282051282051,2
0.12179487179487179,3
0.12307692307692308,2
0.12435897435897436,1
0.12564102564102564,2
0.12692307692307692,1
0.1282051282051282,1
0.1294871794871795,1
0.13076923076923078,4
0.13205128205128205,4
0.13333333333333333,0
0.1346153846153846,2
0.1358974358974359,2
0.1371794871794872,1
0.13846153846153847,1
0.13974358974358975,2
0.14102564102564102,2
0.1423076923076923,2
0.14358974358974358,2
0.14487179487179488,1
0.14615384615384616,1
0.14743589743589744,1
0.14871794871794872,1
0.15,1
0.15128205128205127,0
0.15256410256410258,2
0.15384615384615385,3
0.15512820512820513,1
0.1564102564102564,2
0.1576923076923077,1
0.15897435897435896,1
0.16025641025641027,1
0.16153846153846155,1
0.16282051282051282,2
0.1641025641025641,2
0.16538461538461538,2
0.16666666666666666,1
0.16794871794871793,0
0.16923076923076924,0
