R0,Cases
0.0,1
0.0038461538461538464,1
0.007692307692307693,1
0.011538461538461539,1
0.015384615384615385,2
0.019230769230769232,2
0.023076923076923078,2
0.026923076923076925,0
0.03076923076923077,0
0.03461538461538462,0
0.038461538461538464,1
0.04230769230769231,1
0.046153846153846156,2
0.05,1
0.05384615384615385,1
0.057692307692307696,1
0.06153846153846154,0
0.06538461538461539,1
0.06923076923076923,2
0.07307692307692308,3
0.07692307692307693,2
0.08076923076923077,1
0.08461538461538462,1
0.08846153846153847,1
0.09230769230769231,1
0.09615384615384616,1
0.1,1
0.10384615384615385,1
0.1076923076923077,2
0.11153846153846154,3
0.11538461538461539,2
0.11923076923076924,1
0.12307692307692308,1
0.12692307692307692,1
0.13076923076923078,1
0.1346153846153846,0
0.13846153846153847,2
0.1423076923076923,2
0.14615384615384616,1
0.15,1
0.15384615384615385,0
0.1576923076923077,0
0.16153846153846155,0
0.16538461538461538,2
0.16923076923076924,2
0.17307692307692307,0
0.17692307692307693,0
0.18076923076923077,1
0.18461538461538463,1
0.18846153846153846,2
0.19230769230769232,1
0.19615384615384615,0
0.2,0
0.20384615384615384,1
0.2076923076923077,2
0.21153846153846154,1
0.2153846153846154,0
0.21923076923076923,3
0.2230769230769231,4
0.22692307692307692,5
0.23076923076923078,2
0.23461538461538461,1
0.23846153846153847,2
0.2423076923076923,1
0.24615384615384617,1
0.25,1
0.25384615384615383,0
0.25769230769230766,0
0.26153846153846155,1
0.2653846153846154,0
0.2692307692307692,0
0.27307692307692305,0
0.27692307692307694,1
0.28076923076923077,2
0.2846153846153846,0
0.28846153846153844,0
0.2923076923076923,0
0.29615384615384616,1
0.3,0
0.3038461538461538,0
0.3076923076923077,1
0.31153846153846154,1
0.3153846153846154,1
0.3192307692307692,2
0.3230769230769231,3
0.3269230769230769,2
0.33076923076923076,5
0.3346153846153846,4
0.3384615384615385,3
0.3423076923076923,3
0.34615384615384615,2
0.35,2
0.35384615384615387,4
0.3576923076923077,1
0.36153846153846153,3
0.36538461538461536,2
0.36923076923076925,2
0.3730769230769231,3
0.3769230769230769,3
0.38076923076923075,2
0.38461538461538464,5
0.38846153846153847,3
0.3923076923076923,5
0.39615384615384613,1
0.4,0
0.40384615384615385,1
0.4076923076923077,1
0.4115384615384615,3
0.4153846153846154,3
0.41923076923076924,4
0.4230769230769231,2
0.4269230769230769,2
0.4307692307692308,3
0.4346153846153846,5
0.43846153846153846,5
0.4423076923076923,4
0.4461538461538462,2
0.45,1
0.45384615384615384,1
0.4576923076923077,2
0.46153846153846156,2
0.4653846153846154,1
0.46923076923076923,2
0.47307692307692306,1
0.47692307692307695,0
0.4807692307692308,1
0.4846153846153846,2
0.48846153846153845,1
0.49230769230769234,3
0.49615384615384617,4
0.5,9
0.5038461538461538,8
0.5076923076923077,4
0.5115384615384615,3
0.5153846153846153,5
0.5192307692307693,3
0.5230769230769231,5
0.5269230769230769,5
0.5307692307692308,1
0.5346153846153846,3
0.5384615384615384,0
0.5423076923076923,3
0.5461538461538461,3
0.55,0
0.5538461538461539,3
0.5576923076923077,1
0.5615384615384615,1
0.5653846153846154,1
0.5692307692307692,2
0.573076923076923,3
0.5769230769230769,5
0.5807692307692308,6
0.5846153846153846,5
0.5884615384615385,8
0.5923076923076923,2
0.5961538461538461,1
0.6,3
0.6038461538461538,4
0.6076923076923076,2
0.6115384615384616,4
0.6153846153846154,6
0.6192307692307693,8
0.6230769230769231,7
0.6269230769230769,5
0.6307692307692307,2
0.6346153846153846,1
0.6384615384615384,2
0.6423076923076924,1
0.6461538461538462,5
0.65,4
0.6538461538461539,8
0.6576923076923077,9
0.6615384615384615,9
0.6653846153846154,10
0.6692307692307692,13
0.6730769230769231,9
0.676923076923077,7
0.6807692307692308,7
0.6846153846153846,9
0.6884615384615385,6
0.6923076923076923,6
0.6961538461538461,8
0.7,5
0.7038461538461539,4
0.7076923076923077,2
0.7115384615384616,2
0.7153846153846154,0
0.7192307692307692,0
0.7230769230769231,3
0.7269230769230769,3
0.7307692307692307,3
0.7346153846153847,3
0.7384615384615385,1
0.7423076923076923,0
0.7461538461538462,1
0.75,4
0.7538461538461538,2
0.7576923076923077,1
0.7615384615384615,3
0.7653846153846153,1
0.7692307692307693,2
0.7730769230769231,2
0.7769230769230769,2
0.7807692307692308,5
0.7846153846153846,1
0.7884615384615384,0
0.7923076923076923,0
0.7961538461538461,1
0.8,4
0.8038461538461539,2
0.8076923076923077,10
0.8115384615384615,8
0.8153846153846154,6
0.8192307692307692,10
0.823076923076923,13
0.8269230769230769,17
0.8307692307692308,12
0.8346153846153846,5
0.8384615384615385,2
0.8423076923076923,2
0.8461538461538461,2
0.85,2
0.8538461538461538,4
0.8576923076923076,5
0.8615384615384616,10
0.8653846153846154,20
0.8692307692307693,16
0.8730769230769231,15
0.8769230769230769,22
0.8807692307692307,20
0.8846153846153846,19
0.8884615384615384,13
0.8923076923076924,18
0.8961538461538462,14
0.9,18
0.9038461538461539,25
0.9076923076923077,22
0.9115384615384615,22
0.9153846153846154,17
0.9192307692307692,6
0.9230769230769231,4
0.926923076923077,0
0.9307692307692308,1
0.9346153846153846,1
0.9384615384615385,1
0.9423076923076923,0
0.9461538461538461,1
0.95,3
0.9538461538461539,4
0.9576923076923077,6
0.9615384615384616,13
0.9653846153846154,13
0.9692307692307692,10
0.9730769230769231,12
0.9769230769230769,12
0.9807692307692307,17
0.9846153846153847,16
0.9884615384615385,13
0.9923076923076923,22
0.9961538461538462,32
1.0,29
1.0038461538461538,20
1.0076923076923077,21
1.0115384615384615,25
1.0153846153846153,32
1.0192307692307692,37
1.023076923076923,35
1.0269230769230768,39
1.0307692307692307,35
1.0346153846153847,32
1.0384615384615385,30
1.0423076923076924,28
1.0461538461538462,30
1.05,36
1.0538461538461539,28
1.0576923076923077,35
1.0615384615384615,40
1.0653846153846154,45
1.0692307692307692,52
1.073076923076923,61
1.0769230769230769,75
1.0807692307692307,69
1.0846153846153845,57
1.0884615384615384,81
1.0923076923076922,91
1.0961538461538463,93
1.1,101
1.103846153846154,114
1.1076923076923078,139
1.1115384615384616,182
1.1153846153846154,228
1.1192307692307693,255
1.123076923076923,281
1.126923076923077,323
1.1307692307692307,412
1.1346153846153846,480
1.1384615384615384,548
1.1423076923076922,715
1.146153846153846,845
1.15,1021
1.1538461538461537,1232
1.1576923076923078,1549
1.1615384615384616,1846
1.1653846153846155,2237
1.1692307692307693,2622
1.1730769230769231,3002
1.176923076923077,3530
1.1807692307692308,4218
1.1846153846153846,5126
1.1884615384615385,6369
1.1923076923076923,7318
1.1961538461538461,8740
1.2,10635
1.2038461538461538,13002
1.2076923076923076,15377
1.2115384615384615,18498
1.2153846153846153,22310
1.2192307692307693,27094
1.2230769230769232,32362
1.226923076923077,39065
1.2307692307692308,46570
1.2346153846153847,55241
1.2384615384615385,64649
1.2423076923076923,75076
1.2461538461538462,86880
1.25,99257
1.2538461538461538,112198
1.2576923076923077,124257
1.2615384615384615,137129
1.2653846153846153,149193
1.2692307692307692,160858
1.273076923076923,171403
1.2769230769230768,180490
1.2807692307692307,188494
1.2846153846153847,197072
1.2884615384615385,202518
1.2923076923076924,208240
1.2961538461538462,212532
1.3,216040
1.3038461538461539,220736
1.3076923076923077,223490
1.3115384615384615,227205
1.3153846153846154,231348
1.3192307692307692,233456
1.323076923076923,237172
1.3269230769230769,239419
1.3307692307692307,241738
1.3346153846153845,243693
1.3384615384615384,245708
1.3423076923076922,249198
1.3461538461538463,250484
1.35,252708
1.353846153846154,254776
1.3576923076923078,257073
1.3615384615384616,259206
1.3653846153846154,261086
1.3692307692307693,263589
1.373076923076923,265998
1.376923076923077,267889
1.3807692307692307,270381
1.3846153846153846,272483
1.3884615384615384,274478
1.3923076923076922,276959
1.396153846153846,278495
1.4,281364
1.4038461538461537,282692
1.4076923076923078,285155
1.4115384615384616,287038
1.4153846153846155,289061
1.4192307692307693,291421
1.4230769230769231,293406
1.426923076923077,296064
1.4307692307692308,298346
1.4346153846153846,299886
1.4384615384615385,301516
1.4423076923076923,303097
1.4461538461538461,304068
1.45,306682
1.4538461538461538,308231
1.4576923076923076,310016
1.4615384615384615,310441
1.4653846153846153,312878
1.4692307692307693,315091
1.4730769230769232,317355
1.476923076923077,318764
1.4807692307692308,319928
1.4846153846153847,323291
1.4884615384615385,324535
1.4923076923076923,326130
1.4961538461538462,326811
1.5,328699
1.5038461538461538,330724
1.5076923076923077,332049
1.5115384615384615,332870
1.5153846153846153,334540
1.5192307692307692,337566
1.523076923076923,340439
1.5269230769230768,341266
1.5307692307692307,344257
1.5346153846153847,346048
1.5384615384615385,347509
1.5423076923076924,348850
1.5461538461538462,350151
1.55,351341
1.5538461538461539,352981
1.5576923076923077,355238
1.5615384615384615,356929
1.5653846153846154,357424
1.5692307692307692,360838
1.573076923076923,362590
1.5769230769230769,364130
1.5807692307692307,366162
1.5846153846153845,367501
1.5884615384615384,368453
1.5923076923076922,370008
1.5961538461538463,371333
1.6,372491
1.603846153846154,373820
1.6076923076923078,376342
1.6115384615384616,377913
1.6153846153846154,377829
1.6192307692307693,379733
1.623076923076923,382664
1.626923076923077,383200
1.6307692307692307,384293
1.6346153846153846,386655
1.6384615384615384,387805
1.6423076923076922,389259
1.646153846153846,391007
1.65,392633
1.6538461538461537,394460
1.6576923076923078,395308
1.6615384615384616,396498
1.6653846153846155,397042
1.6692307692307693,399187
1.6730769230769231,400666
1.676923076923077,401427
1.6807692307692308,403437
1.6846153846153846,404873
1.6884615384615385,406268
1.6923076923076923,407309
1.6961538461538461,410741
1.7,410766
1.7038461538461538,411016
1.7076923076923076,412913
1.7115384615384615,413932
1.7153846153846153,414659
1.7192307692307693,416763
1.7230769230769232,417702
1.726923076923077,418453
1.7307692307692308,420810
1.7346153846153847,422873
1.7384615384615385,424138
1.7423076923076923,424253
1.7461538461538462,425751
1.75,426390
1.7538461538461538,427145
1.7576923076923077,428792
1.7615384615384615,429519
1.7653846153846153,431911
1.7692307692307692,433718
1.773076923076923,434662
1.7769230769230768,436461
1.7807692307692307,437011
1.7846153846153847,437095
1.7884615384615385,439581
1.7923076923076924,441868
1.7961538461538462,443142
1.8,443851
1.8038461538461539,444927
1.8076923076923077,446248
1.8115384615384615,446383
1.8153846153846154,446713
1.8192307692307692,449483
1.823076923076923,449956
1.8269230769230769,451262
1.8307692307692307,452302
1.8346153846153845,453436
1.8384615384615384,454280
1.8423076923076922,455779
1.8461538461538463,456175
1.85,457597
1.853846153846154,458480
1.8576923076923078,459425
